Session,Index
dFF_tetO_7_07302021_T10processedOutput,200
dFF_tetO_7_08052021_T10processedOutput,153
dFF_tetO_7_08052021_T10processedOutput,130
dFF_tetO_7_08052021_T10processedOutput,145
dFF_tetO_8_08052021_T11processedOutput,105
dFF_tetO_9_07272021_T10processedOutput,108
dFF_tetO_9_07272021_T10processedOutput,122
dFF_tetO_8_08052021_T11processedOutput,48
dFF_tetO_8_08052021_T11processedOutput,159
dFF_tetO_7_07302021_T10processedOutput,162
dFF_tetO_9_07272021_T10processedOutput,273
dFF_tetO_7_07302021_T10processedOutput,92
dFF_tetO_7_07302021_T10processedOutput,47
dFF_tetO_8_07282021_T10processedOutput,120
dFF_tetO_8_08052021_T11processedOutput,125
dFF_tetO_8_08022021_T10processedOutput,100
dFF_tetO_7_07302021_T10processedOutput,317
dFF_tetO_7_07302021_T10processedOutput,332
dFF_tetO_9_07302021_T10processedOutput,193
dFF_tetO_8_07282021_T10processedOutput,139
dFF_tetO_7_08052021_T10processedOutput,108
dFF_tetO_7_08052021_T10processedOutput,132
dFF_tetO_8_08052021_T11processedOutput,147
dFF_tetO_7_07302021_T10processedOutput,106
dFF_tetO_7_07302021_T10processedOutput,199
dFF_tetO_7_07302021_T10processedOutput,143
dFF_tetO_8_08052021_T11processedOutput,185
dFF_tetO_8_07282021_T10processedOutput,65
dFF_tetO_9_07302021_T10processedOutput,139
dFF_tetO_9_07302021_T10processedOutput,253
dFF_tetO_8_07282021_T10processedOutput,199
dFF_tetO_9_07302021_T10processedOutput,34
dFF_tetO_8_07282021_T10processedOutput,98
dFF_tetO_8_08022021_T10processedOutput,78
dFF_tetO_8_07282021_T10processedOutput,216
dFF_tetO_8_08052021_T11processedOutput,179
dFF_tetO_8_07282021_T10processedOutput,25
dFF_tetO_8_08052021_T11processedOutput,124
dFF_tetO_7_07302021_T10processedOutput,0
dFF_tetO_9_07302021_T10processedOutput,326
dFF_tetO_8_07282021_T10processedOutput,136
dFF_tetO_8_07282021_T10processedOutput,28
dFF_tetO_9_07272021_T10processedOutput,8
dFF_tetO_9_07272021_T10processedOutput,238
dFF_tetO_8_08022021_T10processedOutput,6
dFF_tetO_7_08052021_T10processedOutput,18
dFF_tetO_8_08052021_T11processedOutput,5
dFF_tetO_7_08052021_T10processedOutput,88
dFF_tetO_8_08052021_T11processedOutput,131
dFF_tetO_9_07302021_T10processedOutput,162
dFF_tetO_9_07272021_T10processedOutput,135
dFF_tetO_7_07302021_T10processedOutput,65
dFF_tetO_8_07282021_T10processedOutput,94
dFF_tetO_8_08052021_T11processedOutput,12
dFF_tetO_7_07302021_T10processedOutput,277
dFF_tetO_9_07272021_T10processedOutput,210
dFF_tetO_7_07302021_T10processedOutput,117
dFF_tetO_9_07272021_T10processedOutput,218
dFF_tetO_8_08052021_T11processedOutput,33
dFF_tetO_8_07282021_T10processedOutput,178
dFF_tetO_7_07302021_T10processedOutput,115
dFF_tetO_7_08052021_T10processedOutput,43
dFF_tetO_8_08052021_T11processedOutput,103
dFF_tetO_9_07302021_T10processedOutput,309
dFF_tetO_7_08052021_T10processedOutput,78
dFF_tetO_9_07272021_T10processedOutput,264
dFF_tetO_9_07302021_T10processedOutput,30
dFF_tetO_9_07302021_T10processedOutput,70
dFF_tetO_8_08052021_T11processedOutput,45
dFF_tetO_9_07272021_T10processedOutput,96
dFF_tetO_9_07302021_T10processedOutput,135
dFF_tetO_9_07302021_T10processedOutput,209
dFF_tetO_8_08022021_T10processedOutput,59
dFF_tetO_7_07302021_T10processedOutput,66
dFF_tetO_8_07282021_T10processedOutput,43
dFF_tetO_9_07302021_T10processedOutput,171
dFF_tetO_7_08052021_T10processedOutput,79
dFF_tetO_9_07302021_T10processedOutput,6
dFF_tetO_7_07302021_T10processedOutput,163
dFF_tetO_8_08052021_T11processedOutput,72
dFF_tetO_9_07272021_T10processedOutput,171
dFF_tetO_7_07302021_T10processedOutput,125
dFF_tetO_9_07302021_T10processedOutput,295
dFF_tetO_7_07302021_T10processedOutput,77
dFF_tetO_9_07302021_T10processedOutput,41
dFF_tetO_9_07302021_T10processedOutput,43
dFF_tetO_7_07302021_T10processedOutput,3
dFF_tetO_8_08022021_T10processedOutput,40
dFF_tetO_7_07302021_T10processedOutput,114
dFF_tetO_8_07282021_T10processedOutput,14
dFF_tetO_7_08052021_T10processedOutput,11
dFF_tetO_8_07282021_T10processedOutput,10
dFF_tetO_7_08052021_T10processedOutput,134
dFF_tetO_9_07272021_T10processedOutput,243
dFF_tetO_8_08052021_T11processedOutput,91
dFF_tetO_7_07302021_T10processedOutput,304
dFF_tetO_7_07302021_T10processedOutput,208
dFF_tetO_9_07272021_T10processedOutput,19
dFF_tetO_7_07302021_T10processedOutput,323
dFF_tetO_7_07302021_T10processedOutput,328
dFF_tetO_8_08052021_T11processedOutput,100
dFF_tetO_8_08022021_T10processedOutput,55
dFF_tetO_7_08052021_T10processedOutput,14
dFF_tetO_7_08052021_T10processedOutput,44
dFF_tetO_9_07272021_T10processedOutput,26
dFF_tetO_7_07302021_T10processedOutput,36
dFF_tetO_7_07302021_T10processedOutput,147
dFF_tetO_8_08052021_T11processedOutput,13
dFF_tetO_8_07282021_T10processedOutput,198
dFF_tetO_9_07272021_T10processedOutput,249
dFF_tetO_7_08052021_T10processedOutput,25
dFF_tetO_8_08052021_T11processedOutput,141
dFF_tetO_7_08052021_T10processedOutput,56
dFF_tetO_9_07272021_T10processedOutput,1
dFF_tetO_7_08052021_T10processedOutput,15
dFF_tetO_9_07302021_T10processedOutput,93
dFF_tetO_8_07282021_T10processedOutput,167
dFF_tetO_8_08052021_T11processedOutput,178
dFF_tetO_8_08052021_T11processedOutput,31
dFF_tetO_7_07302021_T10processedOutput,226
dFF_tetO_7_07302021_T10processedOutput,218
dFF_tetO_7_07302021_T10processedOutput,291
dFF_tetO_8_08022021_T10processedOutput,47
dFF_tetO_9_07302021_T10processedOutput,254
dFF_tetO_7_08052021_T10processedOutput,20
dFF_tetO_7_07302021_T10processedOutput,111
dFF_tetO_7_07302021_T10processedOutput,194
dFF_tetO_7_08052021_T10processedOutput,72
dFF_tetO_7_08052021_T10processedOutput,57
dFF_tetO_9_07302021_T10processedOutput,189
dFF_tetO_7_08052021_T10processedOutput,61
dFF_tetO_7_07302021_T10processedOutput,90
dFF_tetO_8_07282021_T10processedOutput,1
dFF_tetO_8_08052021_T11processedOutput,117
dFF_tetO_7_07302021_T10processedOutput,346
dFF_tetO_7_07302021_T10processedOutput,123
dFF_tetO_7_07302021_T10processedOutput,122
dFF_tetO_8_08022021_T10processedOutput,72
dFF_tetO_8_08022021_T10processedOutput,64
dFF_tetO_7_07302021_T10processedOutput,146
dFF_tetO_7_08052021_T10processedOutput,168
dFF_tetO_7_07302021_T10processedOutput,154
dFF_tetO_8_07282021_T10processedOutput,108
dFF_tetO_8_07282021_T10processedOutput,104
dFF_tetO_7_08052021_T10processedOutput,174
dFF_tetO_9_07272021_T10processedOutput,74
dFF_tetO_9_07272021_T10processedOutput,217
dFF_tetO_8_07282021_T10processedOutput,125
dFF_tetO_8_07282021_T10processedOutput,228
dFF_tetO_7_08052021_T10processedOutput,186
dFF_tetO_7_07302021_T10processedOutput,38
dFF_tetO_7_08052021_T10processedOutput,152
dFF_tetO_8_07282021_T10processedOutput,194
dFF_tetO_7_07302021_T10processedOutput,223
dFF_tetO_9_07302021_T10processedOutput,73
dFF_tetO_9_07302021_T10processedOutput,118
dFF_tetO_7_08052021_T10processedOutput,36
dFF_tetO_7_08052021_T10processedOutput,121
dFF_tetO_8_07282021_T10processedOutput,74
dFF_tetO_9_07272021_T10processedOutput,161
dFF_tetO_8_07282021_T10processedOutput,237
dFF_tetO_7_07302021_T10processedOutput,288
dFF_tetO_9_07272021_T10processedOutput,120
dFF_tetO_7_07302021_T10processedOutput,86
dFF_tetO_9_07272021_T10processedOutput,255
dFF_tetO_8_08052021_T11processedOutput,151
dFF_tetO_9_07272021_T10processedOutput,206
dFF_tetO_7_07302021_T10processedOutput,132
dFF_tetO_9_07302021_T10processedOutput,52
dFF_tetO_9_07272021_T10processedOutput,77
dFF_tetO_9_07302021_T10processedOutput,289
dFF_tetO_8_07282021_T10processedOutput,172
dFF_tetO_8_07282021_T10processedOutput,115
dFF_tetO_9_07302021_T10processedOutput,173
dFF_tetO_8_08052021_T11processedOutput,172
dFF_tetO_8_08052021_T11processedOutput,96
dFF_tetO_8_08052021_T11processedOutput,59
dFF_tetO_7_08052021_T10processedOutput,118
dFF_tetO_9_07302021_T10processedOutput,199
dFF_tetO_7_08052021_T10processedOutput,5
dFF_tetO_9_07272021_T10processedOutput,149
dFF_tetO_7_07302021_T10processedOutput,63
dFF_tetO_8_08022021_T10processedOutput,120
dFF_tetO_7_07302021_T10processedOutput,19
dFF_tetO_9_07302021_T10processedOutput,127
dFF_tetO_9_07272021_T10processedOutput,6
dFF_tetO_7_07302021_T10processedOutput,271
dFF_tetO_8_07282021_T10processedOutput,165
dFF_tetO_7_08052021_T10processedOutput,74
dFF_tetO_7_07302021_T10processedOutput,95
dFF_tetO_7_08052021_T10processedOutput,114
dFF_tetO_8_07282021_T10processedOutput,143
dFF_tetO_8_07282021_T10processedOutput,131
dFF_tetO_8_07282021_T10processedOutput,50
dFF_tetO_8_07282021_T10processedOutput,204
dFF_tetO_7_08052021_T10processedOutput,70
dFF_tetO_8_07282021_T10processedOutput,161
dFF_tetO_9_07272021_T10processedOutput,219
dFF_tetO_9_07302021_T10processedOutput,178
dFF_tetO_7_07302021_T10processedOutput,327
dFF_tetO_8_08022021_T10processedOutput,105
dFF_tetO_8_07282021_T10processedOutput,135
dFF_tetO_8_08052021_T11processedOutput,76
dFF_tetO_7_08052021_T10processedOutput,160
dFF_tetO_8_07282021_T10processedOutput,153
dFF_tetO_7_07302021_T10processedOutput,302
dFF_tetO_9_07272021_T10processedOutput,196
dFF_tetO_7_08052021_T10processedOutput,194
dFF_tetO_8_07282021_T10processedOutput,127
dFF_tetO_8_07282021_T10processedOutput,81
dFF_tetO_8_08022021_T10processedOutput,46
dFF_tetO_7_07302021_T10processedOutput,234
dFF_tetO_9_07302021_T10processedOutput,19
dFF_tetO_9_07302021_T10processedOutput,211
dFF_tetO_8_07282021_T10processedOutput,133
dFF_tetO_8_07282021_T10processedOutput,225
dFF_tetO_7_07302021_T10processedOutput,197
dFF_tetO_9_07302021_T10processedOutput,265
dFF_tetO_9_07302021_T10processedOutput,268
dFF_tetO_8_08052021_T11processedOutput,102
dFF_tetO_9_07272021_T10processedOutput,190
dFF_tetO_8_08022021_T10processedOutput,122
dFF_tetO_9_07302021_T10processedOutput,240
dFF_tetO_9_07302021_T10processedOutput,269
dFF_tetO_7_07302021_T10processedOutput,89
dFF_tetO_8_08022021_T10processedOutput,63
dFF_tetO_8_07282021_T10processedOutput,213
dFF_tetO_9_07272021_T10processedOutput,140
dFF_tetO_7_07302021_T10processedOutput,250
dFF_tetO_7_08052021_T10processedOutput,75
dFF_tetO_8_07282021_T10processedOutput,96
dFF_tetO_8_08052021_T11processedOutput,104
dFF_tetO_9_07272021_T10processedOutput,203
dFF_tetO_7_07302021_T10processedOutput,334
dFF_tetO_8_08022021_T10processedOutput,71
dFF_tetO_7_07302021_T10processedOutput,248
dFF_tetO_7_08052021_T10processedOutput,202
dFF_tetO_7_07302021_T10processedOutput,98
dFF_tetO_7_08052021_T10processedOutput,182
dFF_tetO_9_07272021_T10processedOutput,127
dFF_tetO_7_08052021_T10processedOutput,4
dFF_tetO_9_07302021_T10processedOutput,111
dFF_tetO_7_08052021_T10processedOutput,109
dFF_tetO_9_07272021_T10processedOutput,95
dFF_tetO_9_07272021_T10processedOutput,57
dFF_tetO_9_07302021_T10processedOutput,117
dFF_tetO_9_07302021_T10processedOutput,216
dFF_tetO_8_08052021_T11processedOutput,93
dFF_tetO_7_07302021_T10processedOutput,32
dFF_tetO_8_07282021_T10processedOutput,79
dFF_tetO_7_08052021_T10processedOutput,82
dFF_tetO_7_08052021_T10processedOutput,144
dFF_tetO_8_07282021_T10processedOutput,51
dFF_tetO_7_08052021_T10processedOutput,84
dFF_tetO_9_07272021_T10processedOutput,197
dFF_tetO_7_08052021_T10processedOutput,146
dFF_tetO_7_07302021_T10processedOutput,13
dFF_tetO_7_07302021_T10processedOutput,303
dFF_tetO_8_08052021_T11processedOutput,82
dFF_tetO_7_07302021_T10processedOutput,196
dFF_tetO_9_07302021_T10processedOutput,132
dFF_tetO_9_07272021_T10processedOutput,173
dFF_tetO_8_08022021_T10processedOutput,83
dFF_tetO_8_07282021_T10processedOutput,121
dFF_tetO_7_08052021_T10processedOutput,185
dFF_tetO_9_07272021_T10processedOutput,163
dFF_tetO_8_07282021_T10processedOutput,142
dFF_tetO_7_08052021_T10processedOutput,64
dFF_tetO_9_07302021_T10processedOutput,286
dFF_tetO_8_08022021_T10processedOutput,123
dFF_tetO_9_07272021_T10processedOutput,137
dFF_tetO_7_07302021_T10processedOutput,109
dFF_tetO_7_08052021_T10processedOutput,86
dFF_tetO_7_07302021_T10processedOutput,174
dFF_tetO_9_07302021_T10processedOutput,26
dFF_tetO_9_07272021_T10processedOutput,227
dFF_tetO_7_08052021_T10processedOutput,125
dFF_tetO_9_07272021_T10processedOutput,9
dFF_tetO_8_08022021_T10processedOutput,87
dFF_tetO_9_07302021_T10processedOutput,182
dFF_tetO_9_07272021_T10processedOutput,112
dFF_tetO_8_08052021_T11processedOutput,122
dFF_tetO_9_07302021_T10processedOutput,94
dFF_tetO_9_07302021_T10processedOutput,308
dFF_tetO_9_07302021_T10processedOutput,166
dFF_tetO_8_08052021_T11processedOutput,42
dFF_tetO_9_07302021_T10processedOutput,322
dFF_tetO_9_07302021_T10processedOutput,90
dFF_tetO_9_07302021_T10processedOutput,130
dFF_tetO_8_07282021_T10processedOutput,230
dFF_tetO_8_08022021_T10processedOutput,39
dFF_tetO_8_07282021_T10processedOutput,191
dFF_tetO_8_07282021_T10processedOutput,210
dFF_tetO_7_07302021_T10processedOutput,67
dFF_tetO_8_07282021_T10processedOutput,77
dFF_tetO_9_07302021_T10processedOutput,36
dFF_tetO_7_07302021_T10processedOutput,160
dFF_tetO_8_08052021_T11processedOutput,148
dFF_tetO_7_07302021_T10processedOutput,108
dFF_tetO_7_07302021_T10processedOutput,238
dFF_tetO_8_08052021_T11processedOutput,90
dFF_tetO_7_07302021_T10processedOutput,76
dFF_tetO_8_07282021_T10processedOutput,90
dFF_tetO_7_08052021_T10processedOutput,67
dFF_tetO_9_07272021_T10processedOutput,7
dFF_tetO_8_08022021_T10processedOutput,48
dFF_tetO_9_07302021_T10processedOutput,22
dFF_tetO_9_07302021_T10processedOutput,186
dFF_tetO_7_08052021_T10processedOutput,184
dFF_tetO_8_08052021_T11processedOutput,81
dFF_tetO_7_07302021_T10processedOutput,20
dFF_tetO_9_07302021_T10processedOutput,155
dFF_tetO_7_08052021_T10processedOutput,166
dFF_tetO_9_07302021_T10processedOutput,149
dFF_tetO_8_08052021_T11processedOutput,56
dFF_tetO_8_08022021_T10processedOutput,130
dFF_tetO_9_07302021_T10processedOutput,232
dFF_tetO_9_07302021_T10processedOutput,174
dFF_tetO_7_07302021_T10processedOutput,298
dFF_tetO_7_07302021_T10processedOutput,167
dFF_tetO_8_08022021_T10processedOutput,107
dFF_tetO_7_07302021_T10processedOutput,211
dFF_tetO_8_08022021_T10processedOutput,60
dFF_tetO_7_07302021_T10processedOutput,283
dFF_tetO_7_07302021_T10processedOutput,61
dFF_tetO_8_08052021_T11processedOutput,115
dFF_tetO_9_07272021_T10processedOutput,133
dFF_tetO_9_07302021_T10processedOutput,176
dFF_tetO_7_07302021_T10processedOutput,172
dFF_tetO_8_08052021_T11processedOutput,167
dFF_tetO_8_08052021_T11processedOutput,17
dFF_tetO_9_07302021_T10processedOutput,11
dFF_tetO_8_08022021_T10processedOutput,114
dFF_tetO_9_07272021_T10processedOutput,32
dFF_tetO_9_07272021_T10processedOutput,61
dFF_tetO_8_07282021_T10processedOutput,111
dFF_tetO_7_07302021_T10processedOutput,176
dFF_tetO_9_07272021_T10processedOutput,215
dFF_tetO_7_07302021_T10processedOutput,84
dFF_tetO_9_07302021_T10processedOutput,119
dFF_tetO_8_07282021_T10processedOutput,22
dFF_tetO_9_07302021_T10processedOutput,54
dFF_tetO_9_07272021_T10processedOutput,241
dFF_tetO_9_07272021_T10processedOutput,114
dFF_tetO_8_07282021_T10processedOutput,31
dFF_tetO_7_07302021_T10processedOutput,135
dFF_tetO_7_08052021_T10processedOutput,24
dFF_tetO_8_07282021_T10processedOutput,236
dFF_tetO_7_08052021_T10processedOutput,71
dFF_tetO_8_07282021_T10processedOutput,123
dFF_tetO_9_07302021_T10processedOutput,313
dFF_tetO_7_07302021_T10processedOutput,347
dFF_tetO_8_07282021_T10processedOutput,112
dFF_tetO_7_07302021_T10processedOutput,88
dFF_tetO_7_08052021_T10processedOutput,103
dFF_tetO_7_07302021_T10processedOutput,16
dFF_tetO_9_07272021_T10processedOutput,23
dFF_tetO_7_07302021_T10processedOutput,52
dFF_tetO_7_07302021_T10processedOutput,4
dFF_tetO_9_07302021_T10processedOutput,37
dFF_tetO_9_07272021_T10processedOutput,125
dFF_tetO_7_07302021_T10processedOutput,246
dFF_tetO_8_08052021_T11processedOutput,61
dFF_tetO_8_07282021_T10processedOutput,221
dFF_tetO_7_08052021_T10processedOutput,162
dFF_tetO_9_07272021_T10processedOutput,251
dFF_tetO_7_07302021_T10processedOutput,175
dFF_tetO_9_07302021_T10processedOutput,244
dFF_tetO_8_07282021_T10processedOutput,124
dFF_tetO_9_07302021_T10processedOutput,266
dFF_tetO_8_08022021_T10processedOutput,126
dFF_tetO_7_08052021_T10processedOutput,90
dFF_tetO_7_07302021_T10processedOutput,301
dFF_tetO_7_08052021_T10processedOutput,69
dFF_tetO_9_07272021_T10processedOutput,92
dFF_tetO_8_07282021_T10processedOutput,130
dFF_tetO_9_07302021_T10processedOutput,35
dFF_tetO_7_07302021_T10processedOutput,1
dFF_tetO_8_07282021_T10processedOutput,171
dFF_tetO_8_08052021_T11processedOutput,27
dFF_tetO_9_07302021_T10processedOutput,290
dFF_tetO_8_08052021_T11processedOutput,35
dFF_tetO_8_07282021_T10processedOutput,128
dFF_tetO_8_08052021_T11processedOutput,143
dFF_tetO_9_07302021_T10processedOutput,185
dFF_tetO_9_07272021_T10processedOutput,224
dFF_tetO_8_08052021_T11processedOutput,145
dFF_tetO_7_07302021_T10processedOutput,99
dFF_tetO_8_08022021_T10processedOutput,26
dFF_tetO_8_07282021_T10processedOutput,95
dFF_tetO_8_08052021_T11processedOutput,80
dFF_tetO_7_07302021_T10processedOutput,145
dFF_tetO_7_08052021_T10processedOutput,190
dFF_tetO_7_07302021_T10processedOutput,150
dFF_tetO_9_07272021_T10processedOutput,194
dFF_tetO_7_07302021_T10processedOutput,78
dFF_tetO_8_07282021_T10processedOutput,206
dFF_tetO_8_07282021_T10processedOutput,87
dFF_tetO_8_08052021_T11processedOutput,66
dFF_tetO_9_07302021_T10processedOutput,247
dFF_tetO_8_07282021_T10processedOutput,188
dFF_tetO_8_08022021_T10processedOutput,93
dFF_tetO_9_07272021_T10processedOutput,193
dFF_tetO_9_07302021_T10processedOutput,62
dFF_tetO_7_07302021_T10processedOutput,148
dFF_tetO_8_07282021_T10processedOutput,176
dFF_tetO_8_08052021_T11processedOutput,26
dFF_tetO_9_07302021_T10processedOutput,56
dFF_tetO_9_07302021_T10processedOutput,219
dFF_tetO_9_07302021_T10processedOutput,141
dFF_tetO_7_08052021_T10processedOutput,48
dFF_tetO_9_07302021_T10processedOutput,51
dFF_tetO_9_07272021_T10processedOutput,79
dFF_tetO_9_07302021_T10processedOutput,23
dFF_tetO_8_08052021_T11processedOutput,171
dFF_tetO_7_07302021_T10processedOutput,144
dFF_tetO_7_08052021_T10processedOutput,188
dFF_tetO_8_08052021_T11processedOutput,154
dFF_tetO_9_07272021_T10processedOutput,13
dFF_tetO_9_07272021_T10processedOutput,168
dFF_tetO_8_07282021_T10processedOutput,181
dFF_tetO_9_07302021_T10processedOutput,59
dFF_tetO_7_07302021_T10processedOutput,292
dFF_tetO_7_07302021_T10processedOutput,202
dFF_tetO_7_07302021_T10processedOutput,110
dFF_tetO_7_07302021_T10processedOutput,195
dFF_tetO_8_07282021_T10processedOutput,200
dFF_tetO_7_07302021_T10processedOutput,285
dFF_tetO_9_07302021_T10processedOutput,236
dFF_tetO_8_07282021_T10processedOutput,190
dFF_tetO_7_07302021_T10processedOutput,241
dFF_tetO_7_07302021_T10processedOutput,335
dFF_tetO_9_07272021_T10processedOutput,198
dFF_tetO_9_07302021_T10processedOutput,86
dFF_tetO_8_08052021_T11processedOutput,137
dFF_tetO_8_08052021_T11processedOutput,98
dFF_tetO_7_07302021_T10processedOutput,329
dFF_tetO_9_07272021_T10processedOutput,101
dFF_tetO_8_08052021_T11processedOutput,175
dFF_tetO_8_08052021_T11processedOutput,67
dFF_tetO_7_07302021_T10processedOutput,237
dFF_tetO_7_07302021_T10processedOutput,91
dFF_tetO_8_07282021_T10processedOutput,114
dFF_tetO_7_08052021_T10processedOutput,198
dFF_tetO_9_07302021_T10processedOutput,95
dFF_tetO_9_07302021_T10processedOutput,212
dFF_tetO_9_07302021_T10processedOutput,226
dFF_tetO_9_07272021_T10processedOutput,111
dFF_tetO_8_08052021_T11processedOutput,49
dFF_tetO_9_07272021_T10processedOutput,165
dFF_tetO_7_07302021_T10processedOutput,269
dFF_tetO_7_07302021_T10processedOutput,62
dFF_tetO_8_08022021_T10processedOutput,89
dFF_tetO_7_07302021_T10processedOutput,151
dFF_tetO_7_07302021_T10processedOutput,124
dFF_tetO_7_08052021_T10processedOutput,35
dFF_tetO_8_08022021_T10processedOutput,92
dFF_tetO_8_08052021_T11processedOutput,88
dFF_tetO_7_07302021_T10processedOutput,168
dFF_tetO_8_08052021_T11processedOutput,121
dFF_tetO_8_08022021_T10processedOutput,77
dFF_tetO_7_07302021_T10processedOutput,321
dFF_tetO_7_07302021_T10processedOutput,149
dFF_tetO_8_08022021_T10processedOutput,33
dFF_tetO_9_07272021_T10processedOutput,129
dFF_tetO_7_07302021_T10processedOutput,266
dFF_tetO_8_08022021_T10processedOutput,3
dFF_tetO_7_08052021_T10processedOutput,124
dFF_tetO_9_07272021_T10processedOutput,71
dFF_tetO_7_08052021_T10processedOutput,189
dFF_tetO_7_08052021_T10processedOutput,192
dFF_tetO_7_08052021_T10processedOutput,154
dFF_tetO_8_07282021_T10processedOutput,224
dFF_tetO_7_07302021_T10processedOutput,136
dFF_tetO_9_07272021_T10processedOutput,181
dFF_tetO_7_07302021_T10processedOutput,56
dFF_tetO_9_07302021_T10processedOutput,274
dFF_tetO_7_08052021_T10processedOutput,187
dFF_tetO_9_07302021_T10processedOutput,200
dFF_tetO_9_07272021_T10processedOutput,177
dFF_tetO_9_07302021_T10processedOutput,121
dFF_tetO_8_08052021_T11processedOutput,166
dFF_tetO_7_08052021_T10processedOutput,92
dFF_tetO_7_07302021_T10processedOutput,209
dFF_tetO_8_07282021_T10processedOutput,38
dFF_tetO_7_08052021_T10processedOutput,77
dFF_tetO_9_07272021_T10processedOutput,144
dFF_tetO_8_08022021_T10processedOutput,25
dFF_tetO_7_07302021_T10processedOutput,85
dFF_tetO_9_07272021_T10processedOutput,72
dFF_tetO_8_08022021_T10processedOutput,119
dFF_tetO_8_08052021_T11processedOutput,106
dFF_tetO_7_07302021_T10processedOutput,214
dFF_tetO_7_07302021_T10processedOutput,35
dFF_tetO_9_07272021_T10processedOutput,256
dFF_tetO_7_08052021_T10processedOutput,159
dFF_tetO_9_07302021_T10processedOutput,170
dFF_tetO_7_08052021_T10processedOutput,141
dFF_tetO_9_07272021_T10processedOutput,208
dFF_tetO_9_07272021_T10processedOutput,62
dFF_tetO_7_07302021_T10processedOutput,54
dFF_tetO_8_08022021_T10processedOutput,4
dFF_tetO_7_08052021_T10processedOutput,101
dFF_tetO_9_07302021_T10processedOutput,20
dFF_tetO_8_08052021_T11processedOutput,112
dFF_tetO_8_08052021_T11processedOutput,51
dFF_tetO_7_08052021_T10processedOutput,60
dFF_tetO_7_08052021_T10processedOutput,87
dFF_tetO_8_07282021_T10processedOutput,235
dFF_tetO_8_08052021_T11processedOutput,50
dFF_tetO_7_08052021_T10processedOutput,116
dFF_tetO_8_07282021_T10processedOutput,155
dFF_tetO_7_07302021_T10processedOutput,338
dFF_tetO_8_07282021_T10processedOutput,140
dFF_tetO_9_07302021_T10processedOutput,138
dFF_tetO_8_08052021_T11processedOutput,75
dFF_tetO_9_07302021_T10processedOutput,229
dFF_tetO_9_07302021_T10processedOutput,298
dFF_tetO_7_07302021_T10processedOutput,342
dFF_tetO_8_08052021_T11processedOutput,165
dFF_tetO_7_08052021_T10processedOutput,120
dFF_tetO_8_08022021_T10processedOutput,13
dFF_tetO_8_07282021_T10processedOutput,76
dFF_tetO_8_07282021_T10processedOutput,222
dFF_tetO_9_07272021_T10processedOutput,76
dFF_tetO_9_07272021_T10processedOutput,237
dFF_tetO_9_07302021_T10processedOutput,233
dFF_tetO_8_07282021_T10processedOutput,239
dFF_tetO_9_07272021_T10processedOutput,147
dFF_tetO_8_07282021_T10processedOutput,72
dFF_tetO_9_07272021_T10processedOutput,37
dFF_tetO_8_07282021_T10processedOutput,88
dFF_tetO_9_07302021_T10processedOutput,191
dFF_tetO_9_07302021_T10processedOutput,242
dFF_tetO_7_07302021_T10processedOutput,300
dFF_tetO_9_07302021_T10processedOutput,175
dFF_tetO_7_08052021_T10processedOutput,122
dFF_tetO_9_07302021_T10processedOutput,137
dFF_tetO_7_07302021_T10processedOutput,186
dFF_tetO_8_08022021_T10processedOutput,23
dFF_tetO_9_07302021_T10processedOutput,180
dFF_tetO_8_07282021_T10processedOutput,159
dFF_tetO_7_07302021_T10processedOutput,217
dFF_tetO_9_07302021_T10processedOutput,319
dFF_tetO_8_08052021_T11processedOutput,29
dFF_tetO_7_08052021_T10processedOutput,3
dFF_tetO_9_07272021_T10processedOutput,153
dFF_tetO_9_07272021_T10processedOutput,56
dFF_tetO_9_07302021_T10processedOutput,33
dFF_tetO_8_08052021_T11processedOutput,1
dFF_tetO_9_07302021_T10processedOutput,61
dFF_tetO_7_07302021_T10processedOutput,187
dFF_tetO_9_07272021_T10processedOutput,169
dFF_tetO_9_07302021_T10processedOutput,18
dFF_tetO_9_07302021_T10processedOutput,293
dFF_tetO_9_07302021_T10processedOutput,25
dFF_tetO_8_08052021_T11processedOutput,32
dFF_tetO_8_07282021_T10processedOutput,67
dFF_tetO_7_08052021_T10processedOutput,28
dFF_tetO_9_07272021_T10processedOutput,191
dFF_tetO_9_07302021_T10processedOutput,299
dFF_tetO_8_08052021_T11processedOutput,15
dFF_tetO_7_07302021_T10processedOutput,164
dFF_tetO_9_07302021_T10processedOutput,204
dFF_tetO_9_07272021_T10processedOutput,225
dFF_tetO_7_08052021_T10processedOutput,80
dFF_tetO_7_07302021_T10processedOutput,213
dFF_tetO_9_07302021_T10processedOutput,151
dFF_tetO_8_08052021_T11processedOutput,168
dFF_tetO_7_07302021_T10processedOutput,191
dFF_tetO_9_07272021_T10processedOutput,116
dFF_tetO_8_08022021_T10processedOutput,86
dFF_tetO_9_07302021_T10processedOutput,112
dFF_tetO_9_07302021_T10processedOutput,42
dFF_tetO_9_07302021_T10processedOutput,221
dFF_tetO_8_08052021_T11processedOutput,152
dFF_tetO_7_07302021_T10processedOutput,289
dFF_tetO_9_07302021_T10processedOutput,292
dFF_tetO_9_07302021_T10processedOutput,188
dFF_tetO_9_07302021_T10processedOutput,213
dFF_tetO_8_08052021_T11processedOutput,21
dFF_tetO_7_07302021_T10processedOutput,224
dFF_tetO_8_07282021_T10processedOutput,218
